date,log-diff-小麦,log-diff-玉米,log-diff-玉米的功效与作用
20190219,-0.054276886854438315,-0.13594304391860168,-0.3035849621585211
20190220,0.07605068640399891,0.12463857570994362,0.12307445324864345
20190221,-0.013007306337378058,0.019056445012976,0.1224631271031273
20190222,-0.03360062524992095,-0.0021473059571473813,0.01588175255294319
20190223,-0.11319974455509993,-0.11853568339902593,-0.02123222010577417
20190224,-0.02116095012109796,0.013939182676654343,0.03375847992495445
20190225,0.20948132514430606,0.18072919976959148,0.054503902499922464
20190226,-0.016280130445174682,-0.020934741999849443,-0.016840417795247486
20190227,-0.011002555980434436,-0.015993779515952922,0.035332428914306636
20190228,0.005516409943654536,0.02126869537858291,-0.04335654418435473
20190301,-0.03609601575687278,-0.08352238213606686,-0.028602562706186687
20190302,-0.04603730277932413,0.0074512726957420596,0.019497795713267527
20190303,0.08152188470485823,0.04106650610957606,-0.021572485254127888
20190304,0.06854424895449816,0.03216772199554889,0.0225882293739634
20190305,0.06682032475168555,0.09774228477293732,0.029016542979039613
20190306,-0.012362425650412463,-0.04980282248381825,0.004918849071596254
20190307,-0.0799075085926842,0.01306705756518233,-0.05548573861217915
20190308,-0.1326112369696538,-0.10667655668748993,-0.08099405909664098
20190309,0.10107038975884984,0.0012736151159090216,0.08099405909664095
20190310,0.04087036094429301,0.028441900435452458,-0.012526259819180256
20190311,0.012687598108597877,0.0800109863139564,0.05118824685344483
20190312,-0.016175973739052017,0.012107601557479902,-0.01204833851617448
20190313,0.0034883756304541066,0.010102985840163095,0.04057954088832425
20190314,0.0028977128360713703,0.023911383841391656,-0.016626299865831456
20190315,-0.05532186603264714,-0.10774633130255168,-0.04539357226036225
20190316,-0.020389955703049183,0.022022912087437254,-0.032514662884541516
20190317,0.05878699404362753,0.041882817786849234,0.019007964045176545
20190318,0.2118975020395824,0.03324302371510199,0.037972750993771336
20190319,-0.048790164169432056,0.011687496077188721,-0.022404195753847642
20190320,-0.07526248450054686,0.038466280827796136,0.04333171585980347
20190321,-0.011930727201830528,0.00973582099008165,0.003937012959339599
20190322,-0.0338451166746787,-0.12359574451399324,-0.013847896858793602
20190323,-0.14423014923782476,-0.07730565806649578,-0.048989387200273175
20190324,0.07046939930981355,0.1417462887434142,0.03696519423347155
20190325,0.11575587096461445,-0.004415018209116831,0.009031672030347757
20190326,-0.05734941756510194,0.04435556710156635,0.02466824641549419
20190327,0.045920721741479265,-0.05547915232022865,0.008733679968754631
20190328,0.0027329888560688213,0.03876170803879075,-0.005813969865419846
20190329,-0.060181215768615424,-0.03466867906881558,-0.0009722898189392224
20190330,-0.029413885206293337,-0.014964738673859213,-0.02661566669988985
20190331,-0.06282854120088903,0.006761858972221216,-0.014084739881738972
20190401,0.10090048915029687,-0.02694148910038741,0.0150832422113285
20190402,-0.0017256259674697252,0.01791547821752788,0.03626070945441726
20190403,-0.05259705577168797,-0.03224847586303017,-0.03925921245067384
20190404,-0.0478500722137958,-0.02809284645672733,-0.03670136685042793
20190405,-0.02709843232655886,-0.19915588118273292,-0.0188684843043828
20190406,0.03849096060765372,0.11593128413329347,0.019906367116802937
20190407,0.06280637362945264,0.06541036077431235,0.015440347919964712
20190408,0.09089468611919124,0.12537938254831815,0.03709698560791681
20190409,-0.020169667124121216,0.04990494368718646,0.00784317746102588
20190410,0.019089753412258968,0.003422316824164377,0.03171818027078454
20190411,-0.01524253789483449,-0.09302376250987156,0.007540092273287859
20190412,-0.03460166618245685,-0.04564550748996026,-0.04415304492080065
20190413,-0.10529742218482513,-0.03352269203864356,-0.00590552897404141
20190414,0.054631564738039685,0.020089064496782404,0.027265564366285445
20190415,0.08745930532858599,0.13348166982909684,0.03770474902423933
20190416,-0.012114685611025444,-0.05068893750558452,-0.004636076917478546
20190417,-0.025246782734783813,0.03454823621988533,-0.004657670273980944
20190418,0.061159238241892074,0.09218603277964724,0.007441894810385865
20190419,-0.1190532166607948,-0.08724600861904963,-0.03489274294482244
20190420,0.0383867620300784,-0.013822654957235631,0.009551170984342987
20190421,0.008078520565201476,0.00746670135653707,-0.005719748672786953
20190422,0.02609336922786973,0.058141910840878525,0.05577653745741184
20190423,0.08425468794099569,-0.05143403043732195,-0.00634922767865878
20190424,-0.038829641921877205,-0.02819098373362937,-0.0009103323341453736
20190425,-0.0005351886667749375,0.033104998536058486,0.028727289636910267
20190426,-0.04937920271493808,0.010102855482724896,-0.06772944744017949
20190427,-0.03549313602594225,0.04705555835722367,0.03535251871571965
20190428,0.02019105223794421,-0.018692133012152518,0.010909199100353529
20190429,-0.0114877771096426,-0.03636764417087483,0.0
20190430,-0.06812669559910241,-0.11856950836699685,-0.07605729050977157
20190501,-0.011194146743152587,-0.13319425714905886,-0.05206380938650354
20190502,0.0856554445784938,0.043102538170068455,0.014285957247476434
20190503,0.03939732919047653,0.1767096275393847,0.022044980920127463
20190504,0.05162436540530725,0.1432691796397241,0.03887758804268816
20190505,0.027908788117076658,0.03350551619406384,0.01701364290545624
20190506,0.046311486805026496,0.03036851413398057,0.0009367682183868801
20190507,-0.011747565349950305,-0.017453482540252103,0.03586591318849665
20190508,-0.040186220957273484,-0.04923789195842016,0.008992866360563807
20190509,-0.008751664609871552,0.08413367716201463,-0.013519809356340864
20190510,-0.0585585053789629,0.008894048013760845,-0.03980164411145338
20190511,-0.005497539959194831,-0.04528303940789645,-0.02679586158444652
20190512,0.01748678438771559,0.0,0.0
20190513,0.14310084364067324,0.10137769936684338,0.0519720164769209
20190514,0.07024404462483433,0.02506797931818953,0.020055366813348432
20190515,-0.0061457612227465794,-0.002637132330007523,0.017889564750775126
20190516,-0.053822620823883456,-0.026489843225310332,-0.02150620522096362
20190517,-0.06478638332746325,-0.03307909097658443,-0.0511026184407435
20190518,-0.027137343677750763,0.01667631753512722,-0.01343590269682769
20190519,0.10071397560183086,0.08680463015039706,0.03698856936934063
20190520,0.04017692238803983,-0.05373032242096785,-0.001863933438062753
20190521,0.17194340582524087,0.02761516703297339,-0.011257154524634449
20190522,-0.1644494320278328,0.01952283942443039,0.03065730107042578
20190523,-0.07522342123758753,-0.032840701756579424,0.04297886168553704
20190524,-0.06605482165553522,-0.08243340046779406,-0.0512471678624841
20190525,-0.025097348000126,0.017544309650909525,-0.0027713643603832594
20190526,0.06476541448246623,0.0877591104574994,-0.0009254975209429212
20190527,0.056699171581590185,0.049132688577644586,0.05494402974381035
20190528,0.012779726646399021,0.04168268077502199,0.04540394409047168
20190529,0.02153515255129796,-0.010377451619842569,0.013311344638239287
20190530,0.01191278151624196,-0.07480121308269841,-0.06398770867528374
20190531,-0.14360704461326426,-0.08668625680841427,-0.03953794408243222
20190601,0.013078657248511193,-0.07640393805765269,-0.03450225673176323
20190602,0.05209257507751962,0.1888167082816105,0.01600034134644112
20190603,0.14338543312226956,-0.02113818010450793,0.037567404362779
20190604,-0.0028812532795271183,0.057087765927918276,0.019591009477169796
20190605,0.007392230787490517,-0.059124426509721786,0.0122700925918144
20190606,-0.01069528911674792,-0.07705278846405174,-0.09018396848321457
20190607,-0.2363612074489904,-0.1706639253884267,-0.06702014883093409
20190608,0.08722961753522446,0.07996736391761458,0.19565396253255307
20190609,0.025593814058175703,0.19092419062117533,-0.01946739430611426
20190610,0.04170134572802706,0.04122032155201048,0.1259170065404057
20190611,0.02526170228113038,0.027805749915023884,0.10098017484225344
20190612,-0.06136340668579465,0.04831419243095302,0.097289888443976
20190613,0.021634905986910768,0.01581755297970868,0.0464919221961136
20190614,-0.13639784409861536,-0.10492469085249677,-0.020262910201255733
20190615,-0.08322277613293566,0.04566139136233429,-0.05698135688026229
20190616,-0.006258910901533482,0.040784991060427336,0.05938664968151153
20190617,0.11065469589973942,0.06489924647688801,0.12463306077885865
20190618,-0.08919706856127553,-0.030420596700711736,0.03337118836438978
20190619,0.014420660326437962,0.11859304165659737,0.027315810646962924
20190620,0.02930215068739377,0.028916772591766043,-0.014576784869533168
20190621,-0.11431312692994025,-0.04214929859053699,-0.001013171312606925
20190622,-0.046634216514363794,0.03769742701971389,-0.008653655427852673
20190623,0.007509422022131569,0.04079968529204201,0.053259662476489125
20190624,0.07735350128914617,-0.08255940632063463,0.024893578409126545
20190625,-0.008693187171405384,0.02412985705968821,0.05249824190549058
20190626,-0.07303395432918826,-0.013717113536232122,-0.02452438986308435
20190627,-0.025365976381014118,-0.0550054876788039,0.005502077153983338
20190628,0.010859257143350232,-0.07270581884004068,-0.08788468501094962
20190629,-0.07040065083436678,-0.02851967362178472,0.14130192250793538
20190630,-0.00958911457269877,0.03871167337247895,0.08393628819266861
20190701,0.06397917684658565,0.027661338088346924,-0.011625707207394404
20190702,0.017914746546169837,0.0648008162210421,0.07979453792415497
20190703,0.02070987101547024,-0.0061162270174360935,-0.022210587397642964
20190704,-0.0575238441381866,-0.037915410671803186,-0.00879378635708002
20190705,0.038714512180690434,-0.03684737553051917,-0.027644353326784683
20190706,-0.10114998312148274,0.01271472945953545,0.007081068140136111
20190707,-0.02481516911972402,0.05907510836343366,0.03845148814721408
20190708,0.1087288493688814,-0.0009929501361955156,0.021273427743140172
20190709,0.02102657904610615,0.01479171037607001,0.01393495229575073
20190710,-0.0012618298204221652,-0.04341115661307273,-0.03709624165301542
20190711,-0.06050625760963275,0.02403913353955332,-0.02487214495628713
20190712,-0.0006709158252336343,0.2638984777171856,0.007334524290959642
20190713,-0.049528691847432034,-0.23072240537220454,-0.04242584410222964
20190714,-0.0922823283202153,0.0015435079275087401,0.007993647680745584
20190715,0.13372472273628966,0.009975145056819524,-0.034011375408700466
20190716,0.039793048557442263,-0.032198281841529765,0.016340232845889494
20190717,0.011635554672747541,-0.01569516672697149,-0.0020279869047404872
20190718,0.0019261643194396546,-0.06280460939939345,-0.027996888275522287
20190719,-0.010964314934501757,0.04339437607178792,-0.05669186421147824
20190720,-0.08171942602617423,-0.10336622591558656,-0.003098033015587882
20190721,-0.072215107685469,0.0011313498208651099,0.021053409197832263
20190722,0.0708066567484111,0.07134198713173018,0.033713455282960235
20190723,-0.2591980349094415,-0.06953448550994049,-0.10103361938240826
20190724,0.14273548009988996,-0.04430812421093694,0.015661305825538006
20190725,-0.14456363417395252,-0.06860529744282008,0.012715884325302495
20190726,-0.02220257715149332,-0.016306093774968514,-0.05471925891093192
20190727,0.008383840443897148,-0.12051602451245234,-0.002863963771428973
20190728,0.0,0.06614907513614117,-0.01008896378922938
20190729,0.0009272137891922676,0.05282453261807867,-0.029896860342462767
20190730,0.010143009965054763,0.0410792292483617,0.050447165377061454
20190731,0.006401485052040889,-0.06187540371808752,-0.03710375020337709
20190801,0.004547529437629516,-0.046232366414877636,-0.054476403321076776
20190802,0.024205574436802185,-0.04099394878084558,-0.1077249237833486
20190803,0.14793120176023794,0.09559675381402352,0.040729611500188584
20190804,0.00609293583338101,0.09628060556599212,0.04020095914563925
20190805,-0.19562145474229048,-0.20893226040680427,-0.03302059137203703
20190806,-0.003700281742855917,-0.05083306579923228,-0.07186671949759084
20190807,-0.031061320633266463,-0.025475127264092,-0.1000523345120991
20190808,0.05577653745741184,0.05687867399617742,0.009756174945364656
20190809,-0.02564243061333767,-0.04997993230502076,0.0813860917101825
20190810,0.007393749024938192,-0.09431067947124128,-0.08397844572191264
20190811,0.03794493156412347,0.013303965626362886,0.062264685498128414
20190812,-0.03151994388146565,0.07253341664025625,-0.01227009259181436
20190813,0.0027409793314222665,0.0012598426863205112,0.05873467431777087
20190814,0.006366551745541688,0.03889379112127354,0.03545254074193005
20190815,-0.010939033420431609,-0.06439724541758682,0.03315220731690055
20190816,-0.025059315931481124,-0.015948263166665946,-0.019204979836050042
20190817,0.060182241804796525,-0.07916819952860389,-0.03667547855840657
20190818,-0.06583729928814162,0.06362812816243407,0.053704178971861166
20190819,0.027041274702964684,0.041767898228515114,0.007055660206688975
20190820,0.015518339715831124,0.07419927967752532,0.009152150020164212
20190821,0.02239233731262144,-0.02676449038530579,-0.03879208048490992
20190822,0.044182153310048385,0.01782255300964449,0.030721011651118364
20190823,-0.05666003356549128,-0.02087505843236224,-0.05897147793696991
20190824,-0.030967866255010856,-0.12939096089941368,0.02154278322661287
20190825,0.025572169711158672,0.009350717482433707,-0.0022459301973052443
20190826,-0.0027088052680869037,0.06473240099729241,-0.02908673830183427
20190827,0.025001302205417183,0.0090061721643821,0.010935360770055724
20190828,-0.01153006121553744,0.03089779204812016,0.002857961362280119
20190829,-0.024380440090233442,0.008039622771647048,-0.05937682757620873
20190830,0.03060544907607777,-0.13568955594099355,-0.03513458456996764
20190831,0.01145891780407149,-0.049160603143847736,-0.028637018933291694
20190901,-0.06893027171855018,0.0007407407746108858,-0.03615247472410599
20190902,0.012132673325416888,-0.06106437047245145,0.05533464856287952
20190903,0.024737862482910662,0.1427859573907284,0.10168054195983857
20190904,0.0036133733985138313,0.06600878061551324,-0.01324522675002068
20190905,0.011654098732274605,-0.03908019284467182,-0.04203045388182352
20190906,-0.02893511085945228,-0.1634375531905472,-0.08317133716200542
20190907,0.060516682909751075,0.02852930574910605,0.006548811878905461
20190908,-0.013037994338129943,0.0262580727523229,0.005208345107138261
20190909,0.2577097989159892,0.15123746502295085,-0.01373019281190202
20190910,0.02602749524477545,0.013906671654427437,-0.05479896431478085
20190911,0.01827727119179208,-0.03546131022937562,0.013126267914212859
20190912,-0.1013438698904054,-0.1801775154307665,-0.17589066646366416
20190913,-0.14618913815943033,-0.12909088799231613,-0.15742937128895654
20190914,0.2025518804106156,0.21843598832816605,0.1533293245449431
20190915,0.03326986821831877,0.10600133592967556,0.13793826626943467
20190916,0.01300408442320661,0.04997917057465885,0.08569817916466937
20190917,0.018560532813365917,0.019611429561290368,0.0867923429289578
20190918,0.03428194856101385,0.07978986607744863,-0.010902591338215388
20190919,0.033738139631850204,-0.029393298696632368,0.0066768078086505925
20190920,-0.0788585749123197,-0.03380359409123702,-0.08453959522525137
20190921,-0.044568319479876516,0.03152828025410145,-0.0464886671811528
20190922,0.09640633727356193,0.03963678218294473,0.2828427958110318
20190923,0.028204689879851037,-0.0057637047167501294,0.0832360682029817
20190924,0.01526747213078838,0.006310900352838678,0.007147993265287152
20190925,-0.08447169308486921,-0.008791265411170658,0.02993675384058444
20190926,0.04160798865308689,-0.032817417022691815,-0.02756539868618461
20190927,-0.12902297506959273,-0.044309200734395884,-0.14503398669340686
20190928,0.04466236172620706,0.004164194000770713,-0.031148235587038893
20190929,0.1137304198603957,0.037289493656822915,-0.0309835455199672
20190930,-0.12705506736839695,-0.17077848375414867,-0.10821358464023273
20191001,-0.2330854985673761,-0.20150022682452653,-0.21828524216313344
20191002,0.08982986814518493,0.1823215567939546,0.16219577551208994
20191003,0.09376099281749553,0.07235282678009848,0.1196128623334596
20191004,0.025740551596588543,0.04803937312220531,0.031196291043044413
20191005,0.05348868495098622,0.04846895408067353,0.06516590845909312
20191006,0.01100690944106952,0.015647957652595725,0.01483136222418174
20191007,0.09513455119982804,0.10989306881472714,0.03219162092961342
20191008,0.02028467117150572,-0.05861415060871932,0.07425881309223857
20191009,-0.0051768881795337925,0.07445910260228979,-0.03847589256180098
