date,log-diff-棕榈,log-diff-棕榈树,log-diff-棕榈油的危害,log-diff-起酥油
20190223,-0.13520783895177496,0.016740912880890774,0.0,-0.024001152099543014
20190224,0.074792575452864,-0.008827914123565388,0.01242251999855711,-0.10971847581965302
20190225,0.12448256810377015,0.054637450154859546,0.21321791151423972,0.09064432805708557
20190226,-0.026264939958323928,0.015733781302213232,-0.01254721605208864,-0.043576817199099685
20190227,0.05948545328617996,0.015490059149319538,0.024938948347252143,0.11009069003322784
20190228,-0.037944931564123485,0.009896616986920495,-0.1286173778220936,-0.005161301780225507
20190301,-0.07113746286142864,-0.024468823846011286,-0.06659478880293865,-0.10062830635361177
20190302,-0.016232735761818967,0.06396496218866715,0.043930929225726716,0.02821061548723642
20190303,0.010282866955584056,0.0346757785628223,-0.0028694424279528197,-0.18259975960559735
20190304,0.13385103462820308,-0.025253867321203417,0.06937593986934125,0.09242242036916122
20190305,-0.03182086661107902,-0.02415993266513548,0.15376761144486864,0.04465027373773893
20190306,-0.0023121397583795024,-0.03284804868111089,0.18040401066468284,-0.0945826424859478
20190307,0.016073824831061054,0.04413779082571141,-0.18040401066468287,0.020586633608388312
20190308,-0.04107512703647834,-0.08184340683118717,-0.09140975040149373,0.026296952290462118
20190309,-0.08758691657386218,0.006539023767056648,-0.020356937068744085,0.07498000185799013
20190310,0.059506451433094326,0.03206871228155704,-0.0664254759817056,0.012667305200765635
20190311,0.1309854367709722,0.048403640941016034,0.140717052285397,-0.0240634399316352
20190312,-0.018732536236335327,0.04123428065266707,0.018913093306486776,-0.04993695328593863
20190313,-0.007299302481611608,-0.0241980935000991,0.04800921918636066,0.0513685927573764
20190314,-0.03807850857450426,0.017581030480804297,0.07729167430164649,0.004282661792000949
20190315,-0.03484673133016819,-0.054574496062679764,-0.02298951822469872,0.0028449521322313448
20190316,-0.08722631519572324,-0.007919091098947445,-0.18783354870147048,0.06595796779179737
20190317,0.04456391000744781,0.020979790469194463,-0.13062018241706422,-0.02286582473700316
20190318,0.13301728022823148,0.01630237734593664,0.02014456609246749,0.06581321856957183
20190319,0.025587749948407068,-0.018900906309200317,0.0,-0.05095811757864757
20190320,0.033129323759879335,0.013781441203009486,0.039111130116625696,-0.105956463232079
20190321,-0.06884740636195863,-0.02336757125611288,-0.07389724620204129,0.10595646323207902
20190322,-0.06458700716148431,-0.014109581516319778,0.11942050122612485,-0.137753237314078
20190323,-0.11671688580981668,-0.015212821349268688,0.07560274074295112,0.022814677766171264
20190324,0.06905099243666417,-0.014532499173828468,-0.052315789364160585,0.02963179760637115
20190325,0.5067489772722272,0.2539540237221417,1.4416395378356583,0.04146412407735911
20190326,-0.3168618615605576,-0.14484938241740866,-0.8809282595587989,-0.1062946586496232
20190327,-0.07836175249540987,-0.018212423923298342,-0.2736687965088584,-0.004683849312426314
20190328,-0.049226940765150634,-0.02538207327141716,-0.1137126361660106,-0.015773197677094286
20190329,-0.03500940966665286,0.016149947271114753,-0.09703209155134457,0.05113429923656768
20190330,-0.05367141679251791,-0.0554734934750292,-0.02398196468648544,-0.018293193047325376
20190331,-0.010075651988741588,0.02551832263924105,0.00966191091173689,0.09391059944990153
20190401,0.0979916600549904,0.030797985887785387,-0.0024067400305649764,-0.029852963149681163
20190402,0.0665926456327398,-0.0135710310119507,-0.08285791162412312,-0.030771658666753663
20190403,-0.07119388074445647,-0.009438079497307041,0.03851567208061519,0.010362787035546658
20190404,-0.05774636980541752,-0.053109825313948415,-0.18787852992181853,0.004408530284765956
20190405,-0.13772818125113584,0.03132247112904107,0.0030349036951541107,-0.055779341047689564
20190406,0.04477678085597348,0.1349620867550964,-0.009132483563272474,-0.06733312006858708
20190407,0.034258949821015336,0.042944451829741284,0.20400125640931585,0.05170780216550619
20190408,0.16225982857651708,-0.10078235200418413,0.2808005939353697,0.16911132505714815
20190409,-0.0351175420975928,-0.009836144876713129,-0.27830993262291776,-0.07451722118746733
20190410,0.0022787704505876447,0.01552953154490079,-0.0024906613124519193,0.09426769860488364
20190411,0.034306123340954835,-0.00896136343280362,0.06749549162144787,-0.12777411049472634
20190412,-0.09450405319880023,0.021854370394037,0.0046511711757308795,-0.05168323395185982
20190413,-0.05294867794433048,-0.004815418614866575,0.0,0.10645196349362583
20190414,0.049720265132211235,0.10237940721794367,-0.07714667321388433,-0.1301310493141974
20190415,0.08889588421042144,-0.09836494979928193,-0.015151805020602219,0.4181636914452918
20190416,-0.028509057558353555,-0.008045095684831534,-0.0389154162496735,-0.20594218895566316
20190417,-0.006872879287762064,0.014434893783602484,0.054067221270275787,-0.08771634705759962
20190418,-0.013112413092494836,-0.017671142562810913,0.15522421723578245,0.033290175354523936
20190419,-0.035562815153587814,-0.0032467560988699807,-0.05061586408051024,-0.07358339573713915
20190420,-0.033540976415558275,-0.008163310639160981,0.03765671943800514,0.06260934870516248
20190421,0.015683359015551776,0.05811424104455516,-0.04445176257083381,0.04977490083197147
20190422,0.19776274128233254,0.2534604439549305,-0.029990713683682287,-0.0877274529242738
20190423,-0.12283610350777467,-0.15275109947283505,-0.16238117896377385,0.0864142550993133
20190424,-0.04348511193973878,-0.129742376225809,0.04313337081757557,-0.03204546567234928
20190425,-0.048790164169432056,-0.02335990231723257,0.1098359739638517,-0.1973594341584951
20190426,0.01077507316795837,-0.05615216061050108,0.014084739881739024,0.034121913069257125
20190427,-0.07976794465490987,-0.005185837032365414,-0.06252035698133393,0.18338595284974132
20190428,0.07646488632565249,0.044903774029486684,-0.20592295356253926,-0.09185869622395457
20190429,-0.030229001961317163,-0.07480925680839128,0.24961922529823766,0.011594332780919227
20190430,-0.025033676713732272,-0.0008932559772149908,-0.10773863806279374,-0.11760293660141664
20190501,-0.12755527922118096,0.014197221603577753,-0.10301171833607092,0.04902167244688679
20190502,0.04940471969968232,0.036336177344773686,-0.020741484306816355,-0.17678137641833933
20190503,0.05426618665095599,-0.02060158699121764,0.10236201266156968,0.13261015810520174
20190504,-0.02355181323612991,0.006052763831351253,0.16184302545041396,0.07006756261671684
20190505,0.12801667276601175,0.0025828684182540172,0.03167685665357012,0.010471299867295437
20190506,0.008831851867828517,-0.037674188229524175,-0.05258354147288385,-0.06931179989022883
20190507,-0.009638628837768743,0.013303965626362886,-0.07808843697143658,0.03139975386797988
20190508,-0.03783345953122639,0.032079040221454865,-0.01534556967466042,0.049746503669251735
20190509,0.06882521283956404,-0.011154126797206216,-0.09737416402517636,-0.025317807984289897
20190510,0.0,-0.05954668703490136,-0.21465693743689115,0.011994146785819242
20190511,-0.09000347154930778,-0.02035222884889853,-0.12751332029895954,-0.06782259633876106
20190512,0.01866042271740261,0.007448824012990695,-0.024292692569044587,-0.10589228913486176
20190513,0.13720112151348496,-0.01213267332541702,0.1588235855266508,0.26617586723081743
20190514,0.02173998663640582,0.013059887114609228,0.01733145635163994,-0.07035249100299104
20190515,0.07456869549750847,0.006466535235746134,-0.0457021534808554,0.09716374845364767
20190516,-0.000665557428894454,-0.020465830592291,-0.1222895777582742,-0.10301171833607092
20190517,-0.15293082938489272,0.0405211974056394,0.2815658454343448,-0.03582472651814487
20190518,-0.029124451279143537,-0.03209812467653065,-0.0030721990369701408,-0.03400636798519509
20190519,-0.016915425475590294,0.033901551675681416,0.021309786586751027,0.1001583284705428
20190520,0.09227774524802156,-0.010869672236903879,-0.05574198300823519,-0.10963707242508658
20190521,-0.028551901928440777,0.005449604767564685,0.061748007068447026,-0.014388737452099556
20190522,0.003044142381228052,0.0,-0.07779971607895493,0.09808775632874654
20190523,-0.019954614529544702,-0.003629768050578724,-0.0634603539172258,-0.02064970129054354
20190524,0.012326812480658679,-0.015575211785471346,0.09531017980432492,-0.027192007695250767
20190525,-0.07800293134161616,-0.003700281742855917,-0.06809761627944014,-0.06321219334021963
20190526,0.44972489525126336,0.04085906519550183,0.10804148241108404,0.025766320764229182
20190527,-0.16369982400711186,-0.0035650661644961463,-0.006042314455962586,0.15845663548889602
20190528,-0.10480787679325,0.017699577099400857,0.1973594341584952,-0.044390089377067975
20190529,0.035948258687800286,-0.04760665426733174,-0.12715517548524666,-0.09205307857464927
20190530,-0.16161797560092264,-0.0036866401202188524,-0.04329680575332419,-0.01883886169640624
20190531,0.009353146906648088,-0.002773926882725208,0.14014663174324185,-0.0774048797129861
20190601,-0.11323559421730475,-0.025317807984289897,-0.06351340572232586,-0.019015266113487514
20190602,0.06719571746257094,0.030857988359905282,-0.04470017891790694,0.10116323772248643
20190603,0.1637367092301665,0.013717636228799127,-0.06797298358620599,0.05672018253445595
20190604,-0.0863846141988207,-0.03230553199689014,-0.018519047767237527,-0.01804560246917456
20190605,-0.018209911379423054,0.08966576218464782,0.1843962463348149,0.10232099963992967
20190606,-0.013878403172077405,-0.028710105882431367,-0.1446963764881305,-0.16171345220895805
20190607,-0.1361968762106625,-0.0133276073129618,-0.015083242211328476,-0.0683029783930137
20190608,0.014134510934904716,-0.004482302439499612,-0.012232568435634408,-0.09772689080275512
20190609,0.062068367555509076,-0.049734005674138326,0.12425775583919338,0.33864261186276257
20190610,0.08453510663636646,0.03251563738052001,0.06317890162153167,0.06808912086059463
20190611,-0.02609511078285184,0.019013700912292673,-0.01801850550267836,0.11015911054572408
20190612,-0.0038956029008304634,-0.07059569279499169,-0.2362156328815625,-0.18368302739227574
20190613,-0.007050557996666798,0.0405524683071994,-0.17185025692665928,-0.0013633267278640533
20190614,-0.033576295533604326,0.0055299680094611755,0.11430477128005866,-0.08095262584368737
20190615,-0.062048399134140425,-0.025129288801904768,0.17240026152389568,-0.06572265389878795
20190616,0.05634108645484962,0.0018832397279648727,0.1444684320144171,0.04630456804168637
20190617,0.11641933709512235,0.014939586916186702,-0.052095111883401934,0.014970339458865244
20190618,-0.06385946984310732,-0.004644690189324712,-0.032611585588760886,-0.04249501284895528
20190619,0.04919645053303299,0.0284553388830433,0.09480779345866662,0.1508228897345837
20190620,-0.006669161436280843,0.0054151756877767855,-0.17830951530399386,-0.10388013048739203
20190621,-0.0975431543086372,-0.041347184913840096,0.10265415406008337,0.0405852801150783
20190622,-0.09269066291677457,-0.0009385265822643883,0.010781775603288413,-0.048009219186360606
20190623,0.023990488636654414,-0.012281684845870338,0.1042875541814989,0.027922460619623283
20190624,0.2005908774471829,0.0018993358036525371,-0.05971923470162231,0.022923639901937024
20190625,-0.08466303931552226,0.028987536873252187,0.050010420574661416,0.016854331554982182
20190626,0.03533393684147994,-0.006472514505617479,-0.35667494393873245,-0.06919185666321243
20190627,-0.06791528517578123,0.014733231512984087,-0.19565041073401104,-0.05522875794778582
20190628,-0.008110344537453625,0.035910501305770816,-0.052185753170570184,0.06118115647508116
20190629,-0.1210456812911999,-0.07696104113612832,0.09368548407732304,-0.027069321968218027
20190630,0.010059526987733335,0.0009519277253821557,-0.11170398958000127,-0.020016064706469616
20190701,0.09621968418716534,0.0777712284041455,0.004535155165391364,0.020016064706469758
20190702,0.04603154173035219,-0.012400513198455074,0.07830085041375777,0.08332063147020692
20190703,-0.033711057342311716,-0.06252035698133393,0.012474174225175818,-0.16095262935479773
20190704,-0.015631745691696567,0.045441290152194745,0.02045061047129084,0.017959666398192426
20190705,0.014815085785140682,-0.0036330648498810935,-0.03711766295650251,0.1116513663099792
20190706,-0.08968875476034617,-0.014665707402630762,-0.06062462181643485,-0.16652797653581344
20190707,-0.012590094360072012,-0.013011335975945374,0.008888947417245994,0.16652797653581342
20190708,0.13522678720976736,0.036735076325321726,0.02620237239402412,-0.035349777852046134
20190709,-0.04445176257083381,-0.00905803294674571,0.04220035449037647,0.010440064996683422
20190710,0.011503824481484713,-0.0073059685705504935,0.016393809775676352,-0.033185548985654095
20190711,0.016207810226853303,-0.01756864420232357,0.0,0.0076394565579576265
20190712,-0.033513557324445824,-0.01220099602934083,0.04374454896285696,0.04610481944873309
20190713,-0.08406853389239882,0.01963597451685893,-0.011741817876683174,0.04546237407675741
20190714,0.0,0.01561814015696496,-0.03200273108617383,-0.036779251503296466
20190715,0.12638566948360422,0.03932588958684535,0.08937984366947631,0.0014398850579875446
20190716,0.035228691883743814,-0.0230506659678565,-0.061321890874318837,0.05595865364804463
20190717,-0.05616343388359329,-0.003593894254589171,0.011787955752042173,-0.07484084136937459
20190718,-0.059506451433094215,-0.06220102119704594,-0.1070981355563671,0.09504354868689396
20190719,0.08758691657386221,0.04311820678060529,0.17139248626176434,-0.021564177915840525
20190720,-0.1173875442531664,-0.04695698308777098,-0.10821358464023273,-0.006835296605857478
20190721,0.015887359762319146,0.05699814458726162,-0.012320484388040624,0.05471678283907139
20190722,0.1038707901051836,0.018893949359961613,0.09455858262501256,-0.082534988315602
20190723,0.003938563578928439,-0.024358443832040416,-0.0228146777661714,0.03601497268070912
20190724,-0.014252022707201504,0.018996500690655085,0.05971923470162228,-0.02200914149178999
20190725,0.011102413804305322,-0.017171682666026027,0.09002615165771961,0.3909890206209013
20190726,-0.07362277078563922,-0.03525411467382383,-0.09002615165771963,-0.3408090021624149
20190727,-0.06306818212925193,0.003770032740541389,-0.11101252908917283,-0.13580154115906176
20190728,-0.0200920000826886,0.0009402915596417216,0.008064559836730495,-0.0060790460763822255
20190729,0.1708787227979732,0.0056232575543622605,0.09931820120186363,0.01212136053234482
20190730,-0.015674302093443244,0.02856020926672801,0.0870113769896297,0.010486987495247851
20190731,-0.027223458610656427,-0.03136788542092661,-0.13162844247843647,-0.08714686916516387
20190801,0.017699577099400857,0.03770561600547576,0.0,0.1673042097270015
20190802,-0.025849581461325318,-0.031166592238419118,0.04824683353938553,-0.06536417138400702
20190803,-0.09163445583732152,0.00464469018932463,-0.08701137698962981,-0.1068300236371863
20190804,-0.0226767086710297,-0.04259991018976022,0.0425596144187959,0.060240080377356724
20190805,0.1512631597739818,0.04630019193261607,0.0480684030410224,-0.003081666537408112
20190806,-0.025560496979535104,-0.004627495532048103,0.031974304632514106,0.10397066136877194
20190807,0.0412102686466629,-0.011194146743152587,-0.0991637491203148,-0.13373010102060612
20190808,0.025298397858026428,0.04224687008473794,0.09214617646166832,0.12954891026020504
20190809,-0.02763030719300515,-0.009941338087847772,0.07461086379117464,-0.06640245457563389
20190810,-0.03726154408477874,-0.07152624515017142,0.34945943214802416,-0.05050805681284841
20190811,0.0104460572223697,0.06056723136045197,-0.2470444267199546,0.21779173624226245
20190812,0.14416609007962145,0.025386676136240204,0.09289374689269624,-0.09670003409337913
20190813,-0.06652434394362312,-0.04767172092567526,-0.14745273114313068,0.06592837542662547
20190814,-0.02319595208058406,0.03233538064293645,0.015456258236691672,0.14066732948997132
20190815,-0.024522301583137958,-0.01834913866819654,-0.015456258236691804,-0.07759472603489634
20190816,-0.02196166697426781,0.004618945856294457,0.09785579000375848,-0.12069068174807228
20190817,-0.08176239855306308,-0.020484887632611956,-0.11039513925649383,0.07823736549573297
20190818,-0.05301594769899673,-0.03933360757829818,-0.003159560290368481,0.08082732913395425
20190819,0.1865473403235194,0.050559169798113514,0.07614026369660466,-0.04820210181787775
20190820,-0.056538478470494924,0.0037140246963713866,0.02605067719994255,-0.062400889804798576
20190821,0.02050545033084988,0.021999053995367786,0.1234810567710212,0.025941791978000124
20190822,-0.0062647033393277325,0.009923401233726878,-0.15541410387403026,-0.1209891942220164
20190823,-0.026264939958323928,-0.03007060284802102,-0.06080900459560575,-0.08281630004550622
20190824,-0.08496069515190037,-0.028144446762257105,0.11813128570343427,-0.006299233427987201
20190825,-0.05041571644619157,-0.007640915876178667,-0.06621122852507468,-0.07715063256716352
20190826,0.16634355457785213,0.03578536263843594,0.05218575317057025,0.09593052721875993
20190827,-0.02694299268003472,0.028273657171319487,0.09684982598991762,0.046942759247191636
20190828,-0.02274671591128081,-0.023658974316646902,-0.1226023220923324,0.033457666190846065
20190829,0.0130614101768172,0.02635318340033837,-0.05664703566465209,0.0967397726139192
20190830,-0.03297908106642818,-0.03189336377595373,0.021245108613736283,-0.1436004689321058
20190831,0.32914091359732417,1.4767527225256103,-0.12116713364062398,-0.0428855915380889
20190901,-0.1075073030112313,-0.15549083167657424,0.11815961257666875,0.16945879905991398
20190902,0.05041984386673938,-0.029074729700244245,0.06698282055892722,-0.16166452733309514
20190903,-0.05715841383994864,-0.16497541795631784,0.01398624197473987,-0.0062305497506360856
20190904,-0.030898441551234175,-0.2322581487064501,-0.02817087696669633,0.09103971068087248
20190905,-0.12935602121404202,-0.8013283350466184,-0.058840500022933465,-0.014368063266920146
20190906,-0.054640577847607605,-0.1038626685326256,0.1823215567939546,-0.06270710706357988
20190907,-0.05779961339828042,0.02311707195688121,-0.11211729812070613,0.0466600814660624
20190908,0.035764823586920236,0.009099243855114087,0.0813456394539524,0.007326040092072881
20190909,0.07269921927932828,0.029453266913495493,-0.06732016409944794,0.3458132490143517
20190910,-0.0015948966698160025,-0.044052066334648164,-0.01969121289018182,-0.2605064870728161
20190911,0.017405502696458155,-0.013882684785189472,0.0765400771223344,-0.046647688791785116
20190912,-0.02060294746694884,0.19804078938644545,-0.11122563511022436,0.06392386598365417
20190913,0.4041298161485119,1.2071786692195692,-0.21581751122213685,-0.17366349405084008
20190914,-0.2425721170996287,-0.6831379978165959,0.2419438158143569,-0.03346925943940207
20190915,-0.10098017484225337,-0.1844061182049915,0.1007654472624037,0.0582383275518109
20190916,0.14038427088642488,-0.054823570860842614,0.012870190520534956,0.018182319083190332
20190917,-0.1084942863964618,-0.13855508035688902,-0.26159729523649,-0.04138521616285437
20190918,0.03655010927492997,-0.091947280588102,0.2117835895242709,0.07097317334835038
20190919,-0.012035543511344223,-0.021222896806382768,-0.01626052087178029,-0.016164936853355388
20190920,-0.08856658725643621,-0.07444940503702509,-0.0248975516217272,-0.02550775954721264
20190921,-0.03484121212471295,0.003976148379639417,-0.0969922659873097,0.034357374824195236
20190922,-0.017886655723335643,0.0880690185477652,0.0913742736830864,-0.11010334898215547
20190923,0.06740561300532674,-0.10326323328868177,0.008415196925284498,0.06351340572232593
20190924,-0.01779544058986397,0.008025725262303962,0.2309343531019781,0.01526747213078838
20190925,-0.049610172415462776,-0.025912380985639603,-0.15562997003784754,-0.030771658666753663
20190926,-0.0065843859281792825,-0.028288075912039943,-0.06695941113194995,-0.0414732482065751
20190927,-0.04388890021334053,-0.02218521022947989,-0.028091734867015068,-0.02975426108179272
20190928,-0.1189701075057021,0.02555505335103016,0.0,0.03947881097378742
20190929,0.02968145127206313,-0.048243635662775466,0.033616610798985064,0.009630893060961366
20190930,-0.27270051883616403,-0.06471505922612221,-0.11365931847252135,-0.0507889655544688
20191001,-0.03274851843026279,-0.01901197948857189,-0.06371581438610774,-0.12136085700426748
20191002,0.1440393702229377,0.05689179694019021,0.04816340137862294,0.09410192903163288
20191003,0.0991327375219746,0.03474737096245298,0.015552413007484785,-0.02094317384524313
20191004,-0.022335953942063187,-0.02392670632173639,0.10536051565782636,0.020943173845243173
20191005,0.0293394843194004,0.011591748163785151,-0.11466290832013976,0.02389192142473022
20191006,0.002986562697749068,0.032274933941796716,0.12296171113483492,0.03480052914941705
20191007,0.04376002021726668,-0.03404955730016521,0.09455858262501256,0.5075629781311743
20191008,0.1072616569148506,-0.01882619474778246,-0.15123096972392353,-0.3386314287447973
20191009,-0.016372619069919214,0.05459101833470281,-0.035612071788876966,-0.16567951399999956
